EmpID,Age,JobLevel,Dept,WorkEnv,PhysicalActivityHours,Stress,SleepHours,CommuteMode,CommuteDistance,JobSatisfaction
946,33.0,Senior,Finance,3,1.1,1.0,6.1,Car,28.0,3.0
457,24.0,Junior,Sales,3,1.2,1.0,6.0,Car,16.0,4.0
271,23.0,Junior,Finance,4,1.1,2.0,7.5,Public Transport,7.0,4.0
1804,33.0,Mid,Finance,5,1.6,1.0,5.4,Public Transport,14.0,4.0
921,23.0,Junior,IT,2,3.3,1.0,6.3,Public Transport,26.0,3.0
1550,24.0,Junior,Operations,5,2.6,1.0,7.8,Car,11.0,4.0
2673,23.0,Junior,IT,5,2.5,1.0,8.1,Car,18.0,4.0
688,24.0,Mid,IT,1,2.1,1.0,8.8,Car,7.0,3.0
1881,24.0,Junior,IT,2,1.6,3.0,7.5,Public Transport,9.0,4.0
599,32.0,Senior,Customer Service,1,1.9,2.0,9.0,Car,21.0,4.0
2639,30.0,Mid,IT,4,1.5,2.0,6.2,Bike,6.0,3.0
2943,29.0,Junior,Marketing,2,1.5,1.0,5.8,Bike,9.0,5.0
2633,41.0,Mid,IT,2,0.0,1.0,6.9,Car,10.0,4.0
419,24.0,Junior,Finance,5,3.5,4.0,6.4,Public Transport,6.0,3.0
2936,49.0,Mid,Legal,2,2.3,2.0,4.7,Walk,2.0,3.0
2864,31.0,,,3,3.6,1.0,,,,3.0
288,36.0,,Finance,4,2.6,1.0,7.3,,1.0,4.0
2168,54.0,Lead,IT,5,2.5,3.0,7.7,Public Transport,18.0,1.0
2734,52.0,Senior,Marketing,3,2.4,1.0,6.7,Bike,4.0,4.0
1663,29.0,Mid,Finance,4,1.0,4.0,8.0,Public Transport,27.0,4.0
2122,54.0,Lead,Finance,4,1.2,1.0,8.9,Public Transport,23.0,4.0
445,58.0,Lead,Marketing,3,2.2,1.0,6.2,Car,15.0,4.0
2779,31.0,Mid,Finance,1,4.2,1.0,8.5,Public Transport,25.0,5.0
1021,22.0,Intern/Fresher,Marketing,2,1.4,2.0,6.5,Car,27.0,3.0
1527,34.0,Senior,Finance,3,2.7,2.0,5.1,Car,25.0,4.0
2782,54.0,,,3,,1.0,,,,5.0
682,23.0,,,5,2.5,2.0,7.1,,6.0,3.0
2522,36.0,,IT,5,1.7,1.0,6.8,Car,11.0,4.0
138,28.0,Junior,IT,4,0.8,1.0,7.4,Walk,2.0,5.0
2588,44.0,Senior,Finance,1,0.9,1.0,8.6,Public Transport,10.0,4.0
2338,35.0,,,2,,2.0,,,,4.0
2140,23.0,Intern/Fresher,Marketing,2,3.1,1.0,6.8,Public Transport,20.0,4.0
1024,38.0,Mid,HR,3,3.4,1.0,7.7,Walk,1.0,3.0
1257,28.0,Junior,IT,4,2.1,1.0,7.5,Motorbike,11.0,2.0
746,44.0,Lead,IT,4,2.7,1.0,7.3,Public Transport,5.0,3.0
1019,42.0,Mid,HR,3,2.1,3.0,6.8,Public Transport,29.0,3.0
1871,32.0,Mid,Marketing,5,2.1,1.0,9.1,Public Transport,14.0,5.0
2078,44.0,Senior,HR,1,0.8,1.0,8.2,Car,19.0,1.0
2513,31.0,Senior,Operations,4,0.8,1.0,7.4,Car,27.0,4.0
1552,25.0,Mid,IT,4,0.9,4.0,8.3,Car,29.0,4.0
1657,54.0,Senior,Finance,4,1.8,1.0,8.3,Car,8.0,5.0
1814,54.0,Senior,IT,1,2.5,1.0,7.1,Motorbike,15.0,4.0
178,54.0,Lead,Operations,1,2.4,1.0,5.4,Walk,1.0,5.0
2155,51.0,,Finance,5,1.9,3.0,6.1,,16.0,1.0
3003,27.0,Junior,IT,3,2.5,1.0,7.6,Public Transport,28.0,5.0
1936,44.0,Lead,Finance,2,1.9,3.0,7.1,Motorbike,17.0,4.0
768,24.0,Junior,IT,1,1.9,1.0,7.2,Bike,6.0,1.0
2710,53.0,Senior,IT,2,1.9,1.0,7.8,Public Transport,24.0,3.0
703,37.0,Senior,Sales,2,2.5,1.0,8.5,Bike,4.0,3.0
2240,47.0,Lead,IT,1,2.9,1.0,7.9,Bike,8.0,3.0
166,30.0,,,2,1.6,2.0,,,,5.0
2035,32.0,Senior,IT,4,2.0,1.0,6.3,Motorbike,7.0,4.0
95,30.0,Senior,IT,4,3.2,4.0,7.1,Walk,2.0,5.0
1860,40.0,Senior,Operations,5,1.9,4.0,7.6,Car,21.0,4.0
913,37.0,,Finance,4,3.4,2.0,4.1,,14.0,1.0
192,44.0,Lead,IT,5,2.4,1.0,7.9,Car,8.0,5.0
1317,23.0,Intern/Fresher,Finance,3,2.7,1.0,8.8,Public Transport,12.0,5.0
1996,24.0,Junior,HR,3,1.9,1.0,7.6,Bike,6.0,4.0
2315,36.0,Mid,Sales,5,1.4,1.0,6.1,Motorbike,8.0,4.0
2858,23.0,Intern/Fresher,Finance,4,1.4,1.0,6.1,Public Transport,15.0,5.0
1381,53.0,Lead,Finance,5,2.2,2.0,5.8,Bike,3.0,2.0
2658,23.0,Intern/Fresher,Marketing,3,2.2,4.0,6.7,Car,6.0,4.0
2418,32.0,Senior,Operations,4,0.5,1.0,8.7,Public Transport,27.0,5.0
2056,43.0,Senior,IT,2,3.3,1.0,6.3,Public Transport,13.0,4.0
382,43.0,Senior,Finance,1,2.9,1.0,6.9,Car,22.0,3.0
1971,34.0,Senior,Finance,4,4.2,1.0,7.0,Bike,4.0,4.0
2851,35.0,Senior,IT,5,2.7,1.0,8.1,Walk,2.0,5.0
1385,39.0,Senior,Finance,4,1.6,1.0,6.9,Motorbike,22.0,2.0
933,31.0,Senior,Finance,1,0.0,1.0,6.4,Public Transport,29.0,3.0
1603,52.0,Senior,IT,2,2.8,2.0,6.0,Car,7.0,1.0
141,40.0,Lead,Finance,4,2.6,1.0,7.1,Motorbike,18.0,5.0
185,30.0,Mid,Finance,4,2.2,1.0,5.9,Walk,2.0,5.0
2988,53.0,Senior,Finance,5,2.4,3.0,7.4,Car,11.0,5.0
179,47.0,,,4,2.2,2.0,,,,5.0
509,38.0,Senior,Finance,5,2.7,1.0,6.1,Public Transport,7.0,5.0
2399,25.0,Junior,Finance,4,1.3,2.0,5.0,Walk,1.0,4.0
408,23.0,,IT,4,4.2,1.0,5.6,Car,28.0,4.0
285,28.0,Junior,Customer Service,1,1.6,1.0,7.4,Car,6.0,4.0
2283,32.0,Mid,HR,1,3.2,1.0,7.8,Car,5.0,3.0
1922,27.0,Junior,Operations,3,2.7,1.0,6.2,Public Transport,28.0,4.0
2947,56.0,Senior,Operations,1,2.6,1.0,6.8,Car,21.0,5.0
1559,24.0,Senior,Operations,2,0.9,3.0,5.9,Walk,2.0,1.0
2428,38.0,,Finance,2,2.4,1.0,7.7,Car,21.0,5.0
2231,35.0,Mid,IT,1,3.5,2.0,7.1,Public Transport,24.0,3.0
2614,34.0,Senior,Customer Service,1,2.4,1.0,7.2,Car,20.0,4.0
2857,26.0,Mid,Finance,5,3.2,2.0,8.6,Public Transport,23.0,5.0
1447,54.0,Lead,IT,3,3.2,1.0,8.0,Car,17.0,5.0
1142,28.0,Junior,Legal,1,1.1,2.0,6.7,Public Transport,15.0,2.0
2320,54.0,,,2,2.4,1.0,8.3,,18.0,4.0
2539,24.0,Junior,Operations,1,2.5,1.0,6.8,Public Transport,15.0,3.0
1475,43.0,Lead,Legal,5,2.9,2.0,8.8,Car,6.0,5.0
2765,36.0,Mid,Marketing,1,2.4,1.0,9.1,Public Transport,21.0,4.0
1895,34.0,Mid,Operations,5,2.9,1.0,7.7,Car,8.0,4.0
620,35.0,Mid,IT,5,3.1,2.0,7.5,Public Transport,9.0,4.0
1385,39.0,Senior,Finance,4,1.6,1.0,6.9,Motorbike,22.0,2.0
133,23.0,Junior,Legal,5,1.0,1.0,7.0,Public Transport,20.0,5.0
121,25.0,Junior,Operations,1,1.7,3.0,7.2,Bike,10.0,5.0
884,44.0,Lead,IT,4,3.0,1.0,6.6,Walk,1.0,3.0
102,28.0,Mid,HR,2,1.7,1.0,6.8,Motorbike,11.0,5.0
1544,32.0,Mid,Sales,4,2.1,1.0,6.2,Car,9.0,4.0
594,58.0,Lead,IT,5,0.8,1.0,7.6,Public Transport,22.0,4.0
1188,33.0,,,3,1.2,3.0,,,,2.0
2504,35.0,Senior,Operations,5,2.0,1.0,6.1,Car,19.0,4.0
741,43.0,Mid,Customer Service,3,1.4,1.0,5.2,Car,22.0,3.0
1966,36.0,Senior,Operations,1,1.9,1.0,5.8,Bike,5.0,1.0
755,52.0,Senior,IT,2,2.6,1.0,7.5,Car,22.0,1.0
2378,54.0,Lead,Operations,5,2.2,1.0,6.5,Bike,5.0,4.0
2661,46.0,Senior,Sales,1,1.9,5.0,6.0,Public Transport,8.0,3.0
1502,52.0,Senior,Customer Service,2,2.2,2.0,6.4,Car,12.0,4.0
471,29.0,Junior,Operations,3,1.0,1.0,6.9,Bike,9.0,4.0
2562,29.0,Junior,Marketing,5,2.7,1.0,7.8,Walk,1.0,4.0
1826,35.0,Senior,Operations,4,1.4,2.0,6.0,Bike,2.0,1.0
2705,36.0,Mid,IT,3,1.8,1.0,9.1,Car,20.0,4.0
1481,37.0,Mid,IT,5,2.4,5.0,5.7,Walk,2.0,1.0
2255,32.0,Senior,Finance,3,2.1,1.0,7.0,Bike,2.0,4.0
2642,28.0,Junior,Legal,2,2.8,1.0,7.7,Bike,3.0,4.0
2678,52.0,Lead,Operations,5,1.7,1.0,5.4,Public Transport,7.0,4.0
1294,31.0,Mid,Customer Service,2,3.8,1.0,6.8,Public Transport,9.0,2.0
1947,25.0,Junior,Marketing,1,2.8,2.0,7.2,Car,27.0,1.0
828,30.0,Mid,Finance,3,3.5,1.0,6.3,Public Transport,11.0,3.0
1932,53.0,,IT,1,2.5,1.0,5.3,Car,8.0,1.0
251,58.0,Lead,Customer Service,5,0.9,1.0,6.9,Walk,2.0,5.0
1437,40.0,Senior,HR,3,3.1,4.0,7.2,Bike,5.0,1.0
377,40.0,Lead,Marketing,2,2.8,1.0,7.7,Car,7.0,4.0
879,27.0,Junior,Finance,5,2.2,1.0,6.7,Motorbike,12.0,3.0
673,37.0,Senior,Marketing,5,1.7,1.0,7.6,Car,26.0,4.0
508,31.0,Senior,HR,5,3.4,1.0,6.3,Public Transport,22.0,4.0
1784,35.0,Senior,IT,1,0.7,1.0,7.1,Public Transport,27.0,4.0
2457,39.0,Senior,Sales,4,1.0,2.0,8.7,Motorbike,19.0,4.0
2621,50.0,Lead,HR,5,2.8,3.0,5.3,Car,19.0,4.0
1005,30.0,Mid,Marketing,2,1.1,5.0,6.5,Car,27.0,1.0
2325,46.0,Lead,Marketing,2,3.2,3.0,7.3,Public Transport,10.0,4.0
2819,45.0,Lead,Marketing,1,1.4,1.0,7.1,Motorbike,23.0,3.0
1278,24.0,Junior,Operations,5,3.4,1.0,6.4,Motorbike,4.0,2.0
728,51.0,Lead,Marketing,2,1.1,1.0,6.5,Car,29.0,3.0
683,38.0,Senior,Marketing,2,2.7,3.0,7.7,Public Transport,19.0,1.0
983,49.0,Lead,Sales,5,1.7,2.0,7.1,Car,12.0,3.0
2128,42.0,Mid,Finance,3,3.4,1.0,8.6,Public Transport,23.0,4.0
1276,35.0,Senior,Finance,3,3.1,3.0,7.5,Car,21.0,2.0
492,53.0,Senior,IT,3,1.6,1.0,7.4,Car,23.0,4.0
68,28.0,Junior,Operations,5,1.1,1.0,5.9,Car,22.0,5.0
1339,28.0,Mid,Finance,2,1.9,1.0,6.3,Bike,9.0,2.0
1681,37.0,Mid,IT,1,0.9,3.0,8.4,Motorbike,23.0,4.0
1837,38.0,Senior,Customer Service,3,1.1,1.0,7.1,Public Transport,8.0,4.0
2556,47.0,Mid,Operations,2,3.6,1.0,6.0,Motorbike,15.0,4.0
458,25.0,Junior,Operations,5,1.5,5.0,7.9,Car,12.0,3.0
2295,40.0,Lead,Legal,2,2.8,1.0,7.7,Car,27.0,4.0
2493,27.0,Junior,IT,4,2.3,1.0,5.6,Car,12.0,4.0
2911,26.0,,Legal,5,1.4,1.0,6.0,,25.0,4.0
460,31.0,,,2,,5.0,,,,3.0
2262,35.0,Mid,IT,2,2.3,1.0,6.8,Public Transport,21.0,3.0
1379,23.0,Junior,Finance,5,3.5,1.0,7.2,Public Transport,15.0,2.0
357,24.0,Junior,Legal,5,1.2,1.0,7.3,Car,12.0,4.0
177,32.0,Mid,Operations,1,1.6,1.0,6.8,Car,13.0,5.0
417,27.0,Mid,Finance,2,1.7,4.0,7.4,Walk,1.0,4.0
1347,47.0,Senior,Legal,5,2.7,1.0,5.9,Public Transport,13.0,5.0
921,23.0,,IT,2,3.3,1.0,6.3,,26.0,3.0
1499,45.0,Mid,Marketing,1,2.8,1.0,8.3,Car,29.0,4.0
115,33.0,Senior,IT,5,1.6,1.0,7.5,Public Transport,23.0,5.0
937,31.0,Senior,Marketing,4,2.6,1.0,7.1,Public Transport,18.0,5.0
852,26.0,,,5,,1.0,,,,
2129,23.0,Intern/Fresher,Legal,2,2.1,3.0,7.9,Motorbike,19.0,4.0
109,34.0,Senior,IT,3,1.3,3.0,7.6,Car,7.0,5.0
2613,26.0,Mid,IT,1,1.8,1.0,6.1,Bike,3.0,3.0
341,29.0,,Customer Service,5,1.3,2.0,6.3,Bike,7.0,4.0
1119,55.0,Lead,HR,2,3.0,2.0,5.8,Car,24.0,1.0
795,30.0,Senior,Finance,1,4.0,1.0,6.7,Public Transport,26.0,3.0
2852,22.0,Intern/Fresher,Marketing,5,2.1,1.0,7.1,Car,7.0,4.0
2421,22.0,Junior,Customer Service,3,1.7,1.0,7.7,Car,12.0,4.0
2581,34.0,Senior,Sales,1,1.0,3.0,5.6,Bike,7.0,3.0
1359,26.0,Senior,Marketing,3,0.6,1.0,6.0,Car,5.0,2.0
1952,22.0,Intern/Fresher,Marketing,5,1.9,3.0,5.8,Public Transport,13.0,1.0
440,27.0,,,5,1.9,1.0,7.3,,4.0,4.0
1519,36.0,,,3,2.2,2.0,6.2,,7.0,4.0
1593,29.0,Junior,Marketing,5,1.7,1.0,9.4,Public Transport,8.0,5.0
2353,35.0,Mid,Finance,1,0.8,1.0,6.7,Bike,5.0,4.0
584,53.0,Lead,Marketing,5,1.8,1.0,6.2,Car,11.0,5.0
1398,54.0,Senior,Finance,4,3.0,4.0,6.4,Motorbike,9.0,2.0
1779,30.0,Senior,HR,4,3.2,3.0,7.7,Public Transport,10.0,4.0
581,24.0,Junior,Marketing,4,3.1,1.0,6.4,Car,17.0,4.0
21,26.0,Junior,Sales,2,1.8,1.0,5.8,Car,29.0,5.0
1251,27.0,Junior,IT,5,2.3,1.0,9.4,Public Transport,26.0,5.0
603,56.0,Senior,Finance,4,2.1,1.0,5.4,Car,10.0,5.0
2055,53.0,Senior,Operations,4,0.9,1.0,6.6,Car,5.0,4.0
140,41.0,Mid,HR,3,0.3,4.0,7.5,Bike,4.0,5.0
456,26.0,Senior,IT,5,2.9,1.0,5.6,Car,13.0,3.0
1590,42.0,Senior,Operations,4,2.5,3.0,5.1,Public Transport,27.0,1.0
1910,22.0,Intern/Fresher,Finance,3,1.9,1.0,7.2,Motorbike,9.0,4.0
1340,51.0,Lead,Operations,5,2.5,1.0,6.2,Public Transport,12.0,5.0
129,23.0,Junior,IT,4,2.7,1.0,5.8,Car,18.0,5.0
2356,33.0,Senior,Finance,1,0.3,1.0,7.0,Car,24.0,4.0
411,29.0,Junior,Operations,4,0.4,1.0,7.6,Bike,3.0,4.0
2403,24.0,Mid,Sales,2,1.5,1.0,7.6,Public Transport,28.0,4.0
1140,28.0,Senior,Finance,4,1.5,4.0,5.6,Public Transport,21.0,1.0
2636,22.0,Intern/Fresher,Sales,4,2.8,3.0,6.7,Public Transport,19.0,4.0
2723,35.0,Mid,Finance,3,1.2,5.0,7.2,Car,14.0,4.0
2770,37.0,Senior,Finance,5,2.6,1.0,5.9,Car,7.0,5.0
2520,22.0,Intern/Fresher,IT,5,1.7,1.0,6.4,Walk,1.0,3.0
1314,33.0,Senior,Sales,5,2.1,1.0,6.4,Car,11.0,2.0
1605,40.0,Senior,Operations,2,2.0,4.0,7.0,Bike,2.0,4.0
1863,23.0,Intern/Fresher,Finance,1,1.4,1.0,7.2,Public Transport,13.0,4.0
539,30.0,Senior,HR,5,2.9,1.0,6.7,Bike,2.0,4.0
1469,32.0,Senior,Marketing,1,1.7,1.0,7.1,Walk,1.0,4.0
909,29.0,Mid,Finance,1,1.9,3.0,6.1,Motorbike,3.0,3.0
2825,39.0,Mid,Finance,4,2.9,1.0,7.8,Bike,4.0,4.0
212,30.0,Mid,IT,3,2.4,1.0,7.1,Car,25.0,4.0
614,36.0,Senior,IT,2,1.8,1.0,6.6,Car,16.0,4.0
1735,33.0,Mid,Finance,4,3.0,1.0,7.0,Bike,5.0,4.0
2070,47.0,Lead,Marketing,3,1.9,3.0,6.8,Public Transport,15.0,1.0
613,35.0,Senior,Legal,3,2.6,1.0,6.1,Public Transport,25.0,4.0
1666,54.0,Lead,Customer Service,3,3.1,1.0,8.0,Public Transport,25.0,4.0
2885,58.0,Senior,Operations,2,3.2,1.0,5.5,Public Transport,6.0,5.0
1946,29.0,Junior,Sales,2,0.5,1.0,6.4,Car,17.0,4.0
2064,45.0,Senior,Customer Service,4,0.7,3.0,5.5,Public Transport,18.0,4.0
1159,40.0,Mid,Finance,4,3.2,1.0,7.1,Car,6.0,5.0
1626,35.0,Mid,Finance,5,1.0,4.0,6.6,Public Transport,23.0,1.0
2922,23.0,Junior,Operations,1,0.8,4.0,6.8,Motorbike,4.0,3.0
148,36.0,Mid,Marketing,3,3.1,2.0,8.5,Car,14.0,5.0
2331,30.0,Mid,HR,5,2.8,3.0,6.7,Car,17.0,4.0
155,52.0,Lead,Finance,3,3.0,1.0,6.7,Public Transport,9.0,5.0
1185,52.0,Senior,Legal,2,2.5,1.0,6.7,Public Transport,24.0,2.0
2626,47.0,Senior,HR,4,3.3,1.0,5.9,Bike,5.0,4.0
2453,52.0,Lead,Finance,5,2.5,1.0,7.2,Car,18.0,4.0
371,37.0,Senior,IT,3,1.4,4.0,7.6,Public Transport,20.0,4.0
153,23.0,Intern/Fresher,Marketing,4,1.8,1.0,6.4,Public Transport,27.0,5.0
1232,55.0,Senior,Finance,4,2.5,1.0,5.5,Public Transport,12.0,2.0
480,25.0,Senior,IT,1,2.8,1.0,7.2,Bike,6.0,3.0
1872,37.0,Mid,IT,3,2.6,1.0,7.9,Public Transport,23.0,4.0
2452,42.0,Lead,IT,5,1.5,1.0,7.1,Car,17.0,4.0
2469,46.0,Mid,Legal,4,3.5,1.0,5.7,Bike,3.0,4.0
1392,43.0,Mid,Finance,3,2.7,2.0,6.2,Public Transport,20.0,1.0
1555,36.0,Senior,Sales,2,2.8,2.0,7.0,Bike,9.0,4.0
2223,27.0,Junior,HR,2,3.1,1.0,6.6,Public Transport,20.0,4.0
853,24.0,Junior,IT,2,2.0,1.0,7.7,Car,25.0,3.0
2534,48.0,Mid,Sales,1,2.6,1.0,6.5,Car,14.0,4.0
1704,29.0,Junior,Sales,2,3.7,2.0,8.6,Walk,2.0,4.0
2342,34.0,Mid,Legal,1,2.5,1.0,5.9,Car,26.0,3.0
1801,32.0,Senior,Sales,4,2.9,3.0,6.5,Bike,1.0,1.0
1060,24.0,Junior,Marketing,2,1.3,1.0,6.7,Walk,1.0,3.0
2880,29.0,Junior,Sales,5,2.3,1.0,6.3,Bike,10.0,5.0
1389,34.0,Mid,Operations,4,2.6,3.0,7.4,Public Transport,20.0,2.0
2363,22.0,Intern/Fresher,Operations,2,2.5,3.0,6.8,Bike,8.0,3.0
709,33.0,Senior,IT,1,1.0,4.0,7.7,Public Transport,25.0,1.0
1356,40.0,Lead,Operations,1,2.8,4.0,5.5,Public Transport,27.0,1.0
2891,31.0,Senior,IT,3,1.4,1.0,6.1,Walk,1.0,5.0
1994,49.0,Lead,Operations,3,2.2,1.0,7.4,Car,14.0,4.0
1517,23.0,Intern/Fresher,IT,5,1.9,3.0,7.1,Car,6.0,4.0
2844,23.0,Junior,Sales,1,1.3,1.0,7.0,Public Transport,21.0,5.0
448,23.0,Intern/Fresher,Operations,3,1.8,2.0,6.4,Motorbike,8.0,4.0
923,57.0,Senior,IT,1,1.5,1.0,7.2,Car,9.0,1.0
276,55.0,Senior,Sales,1,0.6,1.0,5.5,Bike,10.0,2.0
2242,30.0,Mid,Marketing,3,2.2,4.0,7.8,Public Transport,17.0,4.0
366,39.0,Senior,Marketing,2,1.5,1.0,8.8,Car,20.0,4.0
1464,37.0,Mid,IT,2,1.5,1.0,7.0,Public Transport,20.0,1.0
2402,27.0,Mid,Finance,3,2.5,1.0,9.5,Car,20.0,5.0
1993,44.0,Senior,IT,2,0.0,1.0,7.4,Bike,4.0,4.0
1151,22.0,Intern/Fresher,Operations,2,1.6,3.0,5.6,Public Transport,23.0,1.0
686,36.0,Senior,Finance,1,0.7,3.0,4.8,Public Transport,19.0,1.0
1351,36.0,Senior,Legal,4,1.7,2.0,5.9,Walk,1.0,2.0
1844,24.0,Junior,Customer Service,1,0.8,3.0,8.1,Car,9.0,4.0
1124,54.0,Senior,IT,3,3.8,1.0,5.0,Walk,1.0,2.0
2431,45.0,Lead,Finance,4,4.0,1.0,7.6,Motorbike,7.0,4.0
242,38.0,Mid,Operations,3,1.0,1.0,5.9,Car,16.0,4.0
235,56.0,Senior,Finance,1,1.2,1.0,8.4,Car,8.0,4.0
496,41.0,Mid,IT,5,0.0,2.0,7.4,Public Transport,21.0,4.0
900,46.0,Senior,Finance,5,4.2,2.0,6.8,Car,20.0,3.0
2442,48.0,Senior,Operations,2,2.6,1.0,6.3,Public Transport,7.0,4.0
2275,26.0,Senior,Marketing,4,0.0,1.0,6.7,Walk,1.0,4.0
1485,29.0,Junior,Finance,4,4.6,2.0,5.5,Car,27.0,4.0
887,59.0,Senior,Operations,1,3.8,1.0,5.9,Car,17.0,1.0
954,38.0,Mid,IT,1,0.1,1.0,7.1,Bike,9.0,3.0
1705,27.0,Junior,Marketing,3,3.9,1.0,6.1,Public Transport,12.0,4.0
1127,31.0,Mid,Sales,1,0.8,1.0,7.3,Public Transport,15.0,2.0
1924,23.0,Junior,IT,5,0.5,1.0,6.1,Bike,7.0,4.0
2906,37.0,Senior,Legal,1,1.1,1.0,7.6,Public Transport,6.0,3.0
2487,26.0,Mid,HR,2,2.9,2.0,6.6,Public Transport,23.0,4.0
814,23.0,Intern/Fresher,Finance,4,3.4,3.0,7.1,Car,18.0,1.0
7,29.0,Junior,Marketing,3,1.6,1.0,8.2,Car,13.0,5.0
1828,53.0,Lead,Sales,3,0.7,1.0,9.3,Car,15.0,5.0
2837,42.0,Senior,Legal,2,2.0,1.0,6.8,Bike,9.0,5.0
974,36.0,Mid,IT,4,1.0,3.0,7.7,Car,29.0,3.0
1594,22.0,Junior,Sales,4,2.4,2.0,6.5,Walk,1.0,4.0
1536,36.0,Senior,Finance,4,2.5,1.0,7.3,Car,18.0,5.0
605,35.0,Mid,Customer Service,5,1.2,3.0,7.5,Public Transport,11.0,4.0
481,25.0,Junior,Finance,1,1.6,2.0,7.7,Car,20.0,3.0
1130,22.0,Intern/Fresher,Customer Service,4,0.8,1.0,6.7,Car,16.0,2.0
2682,35.0,Senior,Operations,5,1.4,1.0,6.6,Walk,2.0,4.0
680,26.0,Junior,IT,3,3.9,1.0,7.3,Public Transport,12.0,1.0
1145,28.0,Junior,Sales,2,1.6,1.0,8.0,Car,21.0,2.0
638,48.0,Senior,Marketing,5,2.1,2.0,7.2,Car,27.0,5.0
1279,27.0,Junior,Finance,3,0.8,1.0,7.7,Bike,6.0,2.0
1827,24.0,Mid,Operations,1,2.2,1.0,5.9,Car,8.0,4.0
2027,25.0,Junior,Sales,3,3.5,1.0,6.7,Public Transport,28.0,1.0
83,24.0,Junior,Marketing,2,1.7,1.0,6.7,Public Transport,25.0,5.0
252,31.0,Mid,Finance,4,1.6,1.0,5.3,Public Transport,7.0,4.0
2764,28.0,Junior,Legal,1,2.1,1.0,6.2,Car,27.0,3.0
3,31.0,Senior,Legal,2,0.3,3.0,7.4,Public Transport,7.0,5.0
288,36.0,Mid,Finance,4,2.6,1.0,7.3,Walk,1.0,4.0
107,27.0,Junior,Finance,3,2.7,2.0,7.3,Car,20.0,5.0
1945,38.0,,Operations,1,2.2,1.0,9.2,,1.0,4.0
2963,28.0,Junior,IT,4,2.1,1.0,7.8,Public Transport,25.0,5.0
65,22.0,Intern/Fresher,IT,5,2.9,2.0,6.2,Car,27.0,5.0
1770,35.0,Senior,Customer Service,5,3.6,1.0,7.8,Bike,1.0,5.0
1644,24.0,Junior,IT,2,2.3,2.0,7.4,Car,24.0,1.0
1126,36.0,Senior,Customer Service,1,2.5,4.0,5.7,Motorbike,13.0,1.0
1326,49.0,Mid,IT,4,2.5,1.0,7.5,Car,5.0,2.0
67,28.0,,,5,1.5,1.0,,,,5.0
1587,39.0,Mid,Finance,2,2.5,3.0,6.9,Bike,3.0,1.0
2662,22.0,Junior,Finance,2,0.0,1.0,6.1,Public Transport,29.0,4.0
1147,53.0,Lead,Finance,4,1.2,1.0,6.2,Car,8.0,2.0
2321,53.0,Lead,Operations,1,2.4,1.0,6.7,Walk,2.0,3.0
1026,26.0,Junior,IT,5,1.8,1.0,6.4,Car,24.0,3.0
1799,30.0,Mid,Marketing,2,3.1,1.0,6.5,Public Transport,26.0,4.0
1549,36.0,Mid,Marketing,3,1.9,1.0,7.2,Bike,6.0,4.0
306,44.0,Lead,Sales,5,1.7,2.0,4.9,Public Transport,17.0,4.0
586,45.0,Senior,Finance,5,1.9,1.0,5.9,Walk,1.0,4.0
1235,27.0,Junior,Customer Service,3,2.5,1.0,6.1,Car,7.0,2.0
247,45.0,Lead,Legal,3,2.7,1.0,5.9,Car,29.0,4.0
1087,24.0,Junior,HR,2,0.8,1.0,7.4,Motorbike,24.0,2.0
924,22.0,Junior,Marketing,3,2.4,1.0,6.6,Public Transport,19.0,3.0
178,54.0,Lead,Operations,1,2.4,1.0,5.4,Walk,1.0,5.0
1743,48.0,,Finance,1,1.8,1.0,7.3,,1.0,4.0
3017,37.0,Mid,Finance,4,1.4,1.0,6.9,Motorbike,13.0,5.0
1862,23.0,Junior,HR,3,3.2,1.0,6.4,Walk,1.0,4.0
1044,30.0,Senior,Sales,1,1.3,2.0,7.7,Car,15.0,3.0
1717,46.0,Lead,Finance,1,3.2,2.0,6.2,Car,6.0,1.0
1268,39.0,Senior,Operations,4,0.8,1.0,6.4,Car,24.0,2.0
2451,33.0,Senior,Sales,5,0.9,2.0,6.8,Bike,8.0,4.0
2008,50.0,Senior,IT,3,1.4,3.0,7.5,Car,18.0,4.0
1233,40.0,Senior,Marketing,2,1.8,3.0,7.1,Car,11.0,1.0
2393,36.0,Senior,Marketing,4,2.0,2.0,6.6,Car,17.0,4.0
2210,40.0,Mid,Operations,1,1.6,3.0,7.7,Bike,8.0,4.0
863,57.0,Lead,Sales,4,1.2,4.0,7.9,Car,18.0,1.0
2745,24.0,Senior,IT,1,1.8,1.0,7.7,Bike,6.0,4.0
1740,23.0,Intern/Fresher,Finance,2,2.3,3.0,7.2,Car,16.0,1.0
2157,30.0,Mid,IT,4,2.7,3.0,9.4,Walk,1.0,4.0
1201,54.0,Senior,Finance,4,0.7,1.0,6.7,Bike,5.0,2.0
1576,25.0,Mid,Sales,1,1.4,1.0,8.1,Car,26.0,1.0
2370,41.0,Senior,Marketing,4,2.7,1.0,8.3,Public Transport,27.0,4.0
399,39.0,Mid,IT,5,3.3,1.0,8.6,Bike,1.0,5.0
277,52.0,Lead,IT,5,2.5,1.0,7.2,Bike,8.0,5.0
2856,28.0,Junior,Finance,2,0.9,2.0,7.3,Public Transport,7.0,3.0
2409,22.0,Intern/Fresher,IT,1,1.6,1.0,6.0,Car,28.0,3.0
