AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
113,,1693.1459220605375,Standard,Credit card,Yes,Movies,Yes,Computer,21.04574156477117,118.32429603317136,2,Drama,4.10645210784238,3,Male,13,No,,L8DGHTC96R,0
67,,594.8126160171213,Standard,Bank transfer,Yes,Both,No,Computer,6.328515031109044,105.22255488642584,3,Comedy,4.717168874473872,2,Male,3,Yes,,VN73HNYTBZ,0
110,5.268163547062501,579.4979901768751,Standard,Electronic check,No,Both,No,Mobile,33.97741030988806,104.41242616545556,26,,,2,,5,No,,QRF8NNPDUQ,0
86,7.141821004321254,614.1966063716278,Basic,Bank transfer,Yes,Both,No,Mobile,6.534141535316478,67.7788384651713,23,Fantasy,2.0945841079583265,4,Female,12,No,,CKH70MMPY0,1
100,11.3228994271988,1132.28994271988,Premium,,Yes,TV Shows,Yes,Mobile,7.197982534395362,27.314292835405112,11,Fantasy,1.1097022682160629,0,Female,17,Yes,,E9MSO5ZLWX,0
105,6.33156334221983,,Basic,Electronic check,No,Both,No,Computer,22.567748473679533,144.46727780413704,25,Fantasy,4.371534169990619,6,Female,1,Yes,,GNMVVKE9AD,0
93,,1041.121009817936,Basic,Bank transfer,Yes,Both,No,TV,12.740977588217197,15.42316634654798,7,Fantasy,4.662362293326746,7,Female,13,No,,LHORHJ5CMR,0
34,18.847231639568484,,Basic,Electronic check,Yes,Both,Yes,Computer,13.446630008111896,115.71211580446143,32,Comedy,2.277824733993137,9,Female,14,No,No,748CEDNQ7N,1
44,6.43312771662943,283.0576195316949,Basic,Bank transfer,No,Movies,No,TV,29.822225189550966,81.30085495686932,8,,4.305341224124286,5,Male,11,No,No,JMQU91QOK5,0
77,13.068920638137596,1006.3068891365948,Basic,Electronic check,No,Both,No,TV,19.19755433084924,161.64787963392706,25,Drama,3.402316226864072,8,Male,4,No,No,YC0USCD8ZC,0
24,9.829060997277416,235.897463934658,Premium,Credit card,Yes,Both,No,Computer,8.656138882548015,69.79926105638002,33,Fantasy,3.632843723859039,2,Male,21,No,,ZUGZQS1D4O,0
36,,297.17371133949115,Standard,Credit card,Yes,TV Shows,No,TV,30.037572150641207,173.63019537386427,14,Drama,,8,Female,3,Yes,,W7M8QIONQ8,0
97,7.161833419428012,,Basic,Electronic check,No,Movies,No,TV,14.642999289337476,23.94928131406329,7,Drama,,2,Female,0,Yes,,WCPOUTNE4A,0
46,6.995226174709426,321.7804040366336,Basic,Bank transfer,No,Both,Yes,Tablet,23.030784505966714,150.29177353850454,2,Drama,4.846039190343522,5,Female,2,No,No,XSQECK6Y8Z,0
2,13.726103123472871,27.452206246945742,Standard,Credit card,No,Both,Yes,TV,3.444698159480335,83.05725511490358,21,Action,1.7799963208509806,0,Male,8,Yes,,4GR6A63IK9,1
62,5.45301640094012,338.0870168582874,Standard,Bank transfer,No,Both,Yes,,37.01798001761056,124.50052023172348,41,Action,,0,Female,13,Yes,Yes,7I4V3PQSKY,0
91,9.033717816100356,822.0683212651325,Basic,Electronic check,Yes,Both,No,Tablet,13.119244126347947,70.62844595878384,31,Comedy,4.31835644031008,0,Male,1,No,,ZW3M3GQL1C,0
29,,,Basic,Credit card,No,TV Shows,No,Tablet,34.11979378832045,45.61042766960629,48,Drama,1.544908422452988,5,Female,12,No,,BLIMGHIRDU,0
14,,117.63840134164349,Basic,Bank transfer,No,Movies,No,Mobile,35.85937609118076,147.32430995129732,9,Action,2.955573194060385,1,Female,20,No,,BQ83ULZAP2,1
101,16.067170222275912,1622.784192449867,Premium,Mailed check,Yes,Movies,No,Computer,23.82543853856169,81.7362987538475,41,Action,4.082882904366262,4,Female,13,Yes,,4NSDCDH0NU,1
19,11.951758836464982,227.08341789283463,Standard,Electronic check,Yes,Both,Yes,Computer,28.5576040064766,23.108799360105674,41,Drama,2.1968910242301067,8,Male,2,Yes,,E0VIEOT4W2,1
30,15.61681234452427,468.5043703357281,Basic,Bank transfer,Yes,Movies,Yes,Mobile,17.3597821542505,24.73936293086072,19,Action,1.2576462177677952,7,Female,4,No,,ZOQ2A1G0KN,1
50,5.635360920239767,281.7680460119884,Basic,,No,Both,Yes,TV,20.91190380330628,177.24456320583093,10,Drama,1.9911026504079667,0,Female,19,No,,D9ITUT7CDE,0
7,11.88845807903719,83.21920655326032,Premium,Electronic check,Yes,Movies,Yes,TV,39.69637605157594,41.57496349587064,42,Drama,4.933191375947191,1,Female,10,No,,I83BWHNJ7H,1
80,19.840652295422387,1587.252183633791,Basic,,No,TV Shows,Yes,Mobile,33.549780869250284,128.21320624827433,3,Drama,4.7387266549102005,0,Female,13,Yes,,41SCZRK5G8,0
15,9.313654824903718,,Standard,,Yes,Both,No,Computer,16.965883155356966,11.874428352317048,17,Fantasy,2.4669863847007454,1,Female,20,Yes,,OP9E6UTDRH,0
23,5.210044251013108,,Premium,Bank transfer,No,Movies,No,Mobile,1.8622935484384875,30.857049931876684,17,Sci-Fi,,1,Female,5,No,,6LNGPCGU6U,0
24,,353.10286997167043,Premium,Credit card,Yes,Both,Yes,Mobile,13.47108965683023,89.87824133517708,30,Sci-Fi,,8,Male,21,No,,R6HJPBHQXL,1
44,,409.2112045699458,Basic,,No,TV Shows,Yes,Mobile,15.144561698222278,112.48668638770172,37,Drama,3.415048629422367,8,,23,Yes,,H6G7CLPEOV,0
46,5.6775595430155725,261.1677389787164,Standard,Credit card,No,TV Shows,Yes,Mobile,25.115553583261693,123.8171731138395,4,Drama,2.474347944445876,3,Female,15,Yes,,EC0MXXWC5U,0
3,14.834273649113246,,,,No,TV Shows,Yes,Mobile,6.639450049623366,68.68796195668156,10,,4.729303272071736,5,Male,23,Yes,No,LO3HH3LSBR,1
65,13.663619773580006,888.1352852827004,Basic,Credit card,Yes,Both,Yes,TV,16.59906510258252,49.32265115122881,33,,,0,Male,24,No,,FZQBYD4YXB,0
54,18.223020013274613,984.0430807168292,Premium,Mailed check,Yes,Both,No,Computer,13.178376942805071,35.91821868829507,35,,,3,Male,9,No,,85KCPLQOUV,0
25,8.605401850262403,215.1350462565601,Standard,Electronic check,No,Both,Yes,Mobile,38.39894534931623,108.5560310570328,6,Fantasy,1.4799442494616226,4,Female,18,Yes,,2I05Y9K6A3,0
36,14.727699614024386,530.1971861048779,Standard,Electronic check,Yes,Both,Yes,Computer,30.980543444225628,5.984044655427549,0,Comedy,3.826542859986444,5,Female,18,No,,1XT4I40S5F,0
68,11.556293158081845,785.8279347495653,Standard,Bank transfer,No,Movies,No,TV,4.461820790265391,16.5463812541445,45,Comedy,1.0838909509946264,1,Male,0,No,No,DEAE3UQSNM,0
50,7.965923442112078,398.2961721056039,Standard,Credit card,Yes,TV Shows,No,Tablet,16.41787589311251,27.15023233110136,7,Sci-Fi,,1,Male,7,Yes,No,ZI10E6KUI1,0
7,9.10911597180913,63.76381180266391,,Mailed check,No,Movies,No,Mobile,37.27991029988756,33.82078739184903,13,Drama,,9,Female,19,No,No,0J65J8ZEYZ,1
15,,254.25726723851903,,Electronic check,Yes,Both,Yes,,26.625086499507866,149.7090595703155,49,,,0,Female,0,No,,SYPKHFAYL0,0
66,7.030999302959781,464.0459539953456,Basic,Electronic check,Yes,Both,No,Computer,30.37445773134712,155.84252456794815,16,Drama,3.8961688910700567,8,Male,24,No,,NOIU6GTPEJ,0
105,10.428425932317475,1094.9847228933352,Standard,Credit card,Yes,Both,Yes,Mobile,10.886585424403489,64.17687100706083,38,,,0,Male,10,Yes,,97XB60EECA,0
58,16.448899230433653,954.036155365152,Basic,Electronic check,No,Movies,No,Mobile,26.011125626770458,169.18144801501197,21,,,4,Female,19,No,,XSLFJ6PWQ1,0
48,18.473578670347017,,Premium,Bank transfer,No,Both,Yes,Computer,30.919280705399203,63.69479866650224,18,Comedy,2.8429340386880324,7,Male,11,No,,DIZF4DENF3,0
93,5.377942800189698,,Standard,Credit card,No,TV Shows,Yes,Mobile,23.371435952994148,87.19233722558045,30,Drama,2.3699739810560323,3,Female,21,Yes,,O5ZDT1DQHE,0
55,,883.3400744735045,Premium,Credit card,No,Both,Yes,Computer,16.73558183049662,148.8178718010959,4,Comedy,1.632523866608762,0,Male,23,No,,KN91KJOZ0V,0
38,13.644485557842,518.490451197996,Basic,Electronic check,Yes,TV Shows,No,TV,34.579029609869934,149.48526025950184,19,Action,1.3820998575676593,2,Male,15,Yes,,9DJA7UWNRY,0
4,10.167168835179318,40.66867534071727,Standard,,No,Movies,Yes,Computer,14.091649586148788,116.55045438674355,22,,1.2991364862171633,9,Female,9,No,,JE3IYF0T9U,1
59,11.191873604710356,,Basic,Credit card,Yes,TV Shows,Yes,Mobile,28.41371165380652,25.284664966367565,0,Action,1.288827921964503,7,Male,0,Yes,,OIAQL2QYGG,0
20,,261.0681825896362,Basic,Electronic check,No,Movies,No,Mobile,37.085132103125225,90.16264354641476,13,Drama,1.532511706583627,9,Female,15,No,No,IQGDVUTH1A,1
18,16.45057086795851,,Standard,Electronic check,No,Movies,Yes,Tablet,21.811925564985387,57.0163740769416,22,Comedy,1.971336431340723,0,Male,20,No,,I207TUG0KM,1
33,12.10710840218011,399.5345772719437,Premium,Credit card,Yes,Both,No,Mobile,1.801877217925839,60.34200018643362,43,Comedy,,3,Male,7,No,,ZH7FHVU54K,0
34,11.893464065115673,,Premium,,Yes,Both,Yes,TV,39.4654411749592,80.12178023633749,26,Drama,3.6484987608712727,1,Female,22,No,,XULHYILD5D,0
61,6.026472048644408,367.61479496730885,Standard,Mailed check,No,Both,Yes,Tablet,12.412159961170008,6.256717042548108,25,Drama,4.606434219092689,0,Male,22,No,,RYUI179Y8A,1
63,7.236672562203157,,Standard,Bank transfer,No,Movies,No,TV,38.70384605101332,106.29739162841362,25,Fantasy,3.244464487911902,2,Male,4,Yes,,1HUFJE30MP,0
81,,1574.4918246281188,Basic,Electronic check,No,Movies,Yes,TV,15.88380604840877,88.27430864549149,42,Sci-Fi,,7,Male,21,Yes,,865JXFL5DT,0
46,17.97246664901798,826.7334658548272,Standard,,Yes,TV Shows,Yes,,6.576595648888114,169.37213684199182,6,Fantasy,,1,Female,13,No,,BBPD8PXDS8,1
68,15.021124295062595,1021.4364520642564,Basic,Bank transfer,No,TV Shows,Yes,Mobile,10.38991135044457,140.01948061929102,44,Fantasy,2.8509735900603603,6,Male,1,No,,EEJPB6NUKT,0
57,,906.0222495045372,Premium,,No,Movies,Yes,Mobile,3.9052306304638034,149.67152818979113,3,Action,,7,Male,18,No,,PJ4M8Y1SLF,1
49,9.497391159446444,465.3721668128758,Premium,Electronic check,Yes,Movies,No,TV,10.438697791562072,28.35232517963896,11,,,3,Male,3,No,No,6JHZUUNS6F,0
28,,280.4714439450289,Standard,,Yes,Both,No,,13.31839175329723,176.48302103589592,38,Comedy,1.056070178588393,8,Female,15,No,,ZG6GHKKJTJ,0
12,10.267024115289283,123.20428938347142,Standard,Credit card,Yes,TV Shows,No,Tablet,34.97406961714118,118.82681488843888,34,Comedy,3.2157439239021235,6,Female,14,Yes,,A38BXLZFG5,0
52,9.56925192487148,497.601100093317,Basic,Credit card,Yes,Movies,No,TV,39.181207021497,139.80748652407547,2,Action,,7,Male,10,No,,FCYV0RMGGH,1
89,7.89794262204248,702.9168933617807,Premium,Credit card,No,Movies,No,Mobile,15.29051029917412,61.29016703027129,34,Drama,4.906644056688334,1,Male,14,Yes,,S8RUGU2TT1,0
112,,644.884386294683,Premium,Credit card,Yes,TV Shows,No,Mobile,35.17847037137177,154.94563479056976,29,Fantasy,3.564803174178079,4,Male,9,Yes,,0OVVE3JH82,0
24,8.97197742727109,215.32745825450613,Standard,Bank transfer,No,Both,Yes,,27.15127132281881,115.8096414451314,45,Comedy,2.086126099909124,5,Female,18,No,,S0J6M26YM2,1
62,6.717571577417514,416.4894377998859,Basic,Electronic check,No,TV Shows,No,Mobile,34.50849161884658,49.69161654018628,29,Comedy,1.9789199997414049,0,Male,15,Yes,,D4GNA7HN2B,0
53,13.796968122196196,731.2393104763984,Basic,Credit card,Yes,Movies,Yes,Computer,7.058034024843045,141.8680493745872,0,Action,3.4463682005586422,7,Female,19,No,Yes,QVY17DN8TB,1
56,8.580161795742784,480.4890605615959,Premium,Bank transfer,Yes,TV Shows,No,Tablet,12.455328280884236,143.235248083671,47,Fantasy,2.9410566004267875,0,Female,15,Yes,,7YF1W86QVW,0
19,11.086969166308856,210.65241415986824,Basic,Credit card,No,Movies,Yes,Mobile,29.35857669958431,150.8656957718126,37,Drama,4.914579697134576,6,Female,17,No,Yes,IAQACNDJPZ,0
37,,242.12724054238475,Standard,,No,TV Shows,No,,13.592015767645195,118.5294576243975,36,Comedy,3.6979332336292026,7,Male,13,Yes,,0CKYTVMYNQ,0
87,6.929137223373617,,Premium,,No,TV Shows,No,Computer,36.01758568483056,71.85091854854944,15,,3.65123029676008,2,Female,1,No,,8ZUO60XHXV,0
17,15.24616792777806,259.184854772227,Standard,Bank transfer,No,TV Shows,Yes,TV,21.786337085057013,138.05786778711607,10,Drama,,8,Female,24,No,,BZ29XV8U8A,1
100,6.194768385022437,619.4768385022437,Premium,,Yes,Movies,No,Tablet,3.972337567564691,116.6688850244724,4,Comedy,4.264009811270144,4,Female,7,No,,2XDH7GJX5Y,0
32,13.413312925105906,429.226013603389,Basic,Credit card,No,Movies,No,Tablet,37.99129320680694,102.17496480678372,30,,,0,Male,8,No,,0SXOQHY16F,0
57,15.125670896980788,862.1632411279049,Basic,,No,Movies,Yes,TV,39.54710990944959,60.16048766638145,20,Action,4.094697536699648,1,Male,20,No,,NIY2GMF2P7,0
83,19.17091734783808,1591.1861398705607,Premium,Bank transfer,Yes,Both,No,Mobile,3.3539555749474177,172.58596621900242,33,Drama,2.902564018988258,1,Male,2,No,No,4KUAPZIXXX,0
58,6.088395537588195,353.1269411801153,Premium,Bank transfer,No,TV Shows,Yes,Mobile,37.95716883765151,56.83014126369851,9,Action,,9,Male,1,No,,63TXUMGZEY,0
1,16.61385980580431,16.61385980580431,Standard,Credit card,No,Both,Yes,,16.448691808942954,148.56362588071025,37,Fantasy,3.2440821487900564,8,Male,11,Yes,,X4VY6I3PJW,0
25,,388.132747813175,Premium,,Yes,TV Shows,No,Computer,26.454878036322395,94.07991607436708,15,Comedy,2.485854643216123,7,Female,8,Yes,,XZHYYTYKZP,0
63,17.160456721868847,1081.1087734777377,Premium,Bank transfer,Yes,Both,No,Mobile,17.32477229311865,11.01690814152288,21,Comedy,,6,Male,19,Yes,,YOJ1ZQ1BS9,1
83,10.633719223036586,882.5986955120367,Basic,Electronic check,Yes,Movies,Yes,Mobile,38.89550410284596,12.675428003640144,38,Sci-Fi,1.1737601511492306,8,Female,4,No,,UXKA9SI1VK,0
42,16.851795274408385,707.7754015251521,Premium,,No,Both,Yes,Mobile,19.720852801026822,20.684269327777315,34,Comedy,2.4456423008979,9,Female,6,No,,NM9A07YL8T,0
84,9.654113276967037,,Premium,Mailed check,No,Both,Yes,Mobile,23.20115274358268,179.5268808624986,38,Drama,1.539903595242186,1,Male,9,No,,YPDDAT472X,0
81,5.782260772220708,468.36312254987735,,Electronic check,Yes,Movies,No,Computer,15.944030580279748,142.0982185911245,35,Fantasy,,9,Female,16,Yes,,RG5BT59TSQ,0
7,,,Premium,Credit card,Yes,Movies,Yes,Mobile,25.706853921706145,150.1051136347,11,Action,,5,Male,8,Yes,,HXI1T926HT,1
76,19.171295139814923,,Premium,Credit card,No,TV Shows,Yes,Computer,30.36969333729079,49.92835108670896,48,Sci-Fi,,9,,8,No,,3QHH5N0SMX,0
76,15.613291604617954,1186.6101619509643,Premium,Credit card,Yes,Movies,Yes,Mobile,26.3707009724961,119.60226008342076,0,Comedy,,1,Male,20,No,,BWEJAOVD4N,0
83,15.320444931808426,1271.5969293400997,Standard,Electronic check,Yes,TV Shows,No,TV,34.788340874447904,142.81436244142554,46,Drama,1.7361839837599944,5,Male,11,Yes,,GEO4S6LW6F,0
11,,110.00204802759856,Basic,Electronic check,No,Movies,Yes,Tablet,35.42125837732063,64.04792104714545,44,Drama,4.822183419539906,0,Male,15,No,,HVTKQVJ35Q,0
13,,164.05227691208543,Premium,Mailed check,Yes,Both,No,Computer,8.629323127214713,59.044719825633,20,Action,,5,Male,17,No,,9RIM5KZOFR,1
37,7.805623637218069,288.80807457706857,Premium,Credit card,Yes,Movies,Yes,Computer,38.257135873077445,68.5254786739275,33,Sci-Fi,3.693959238170365,4,Male,5,No,No,4CSAWHBVYB,0
50,12.26393773019619,613.1968865098095,Basic,Bank transfer,No,TV Shows,No,Mobile,20.95683358086432,170.73018061205696,31,Sci-Fi,3.38798663338798,8,Male,19,No,,3VN4IEGRX0,0
87,15.293299783358655,,Standard,Credit card,Yes,Both,Yes,Tablet,7.275417591708819,137.89192223109944,28,Fantasy,,1,Male,6,Yes,No,RMKH4RCEPH,0
81,8.724399302377186,706.6763434925521,Standard,Bank transfer,Yes,Both,Yes,Computer,16.742523636181478,166.55159934761218,18,Comedy,2.512834008347673,3,Male,3,Yes,No,ZGNFT5DE2U,0
66,7.346079666646233,,Premium,Electronic check,Yes,Both,No,TV,1.3847636049267322,45.238761251703,18,Fantasy,3.5298755402500364,6,Male,23,No,,8JFG46P4DI,0
74,9.43781076824306,698.3979968499865,Basic,,No,Movies,Yes,Mobile,36.33665996423493,129.28003773693828,41,Drama,4.340517141357672,4,Female,22,No,No,H8L9N4QB09,0
9,,72.13450125062242,Premium,Bank transfer,No,Both,Yes,,24.82980171683096,55.90993511015503,28,Fantasy,,6,Female,5,No,,NE99BERPWD,0
112,9.044336341922506,1012.9656702953208,Premium,Electronic check,Yes,TV Shows,Yes,TV,23.69900967577427,40.490654514262296,8,Fantasy,4.163234843739913,5,Male,22,No,,RGV4ARCAM9,0
114,18.58929548125782,2119.179684863392,,Credit card,Yes,Movies,Yes,TV,29.589424811172183,20.468098715319144,9,,4.5222353199348415,0,Male,19,No,,LSSD4A6071,1
23,,337.5146360662236,Standard,,No,TV Shows,No,Mobile,3.588464038639779,57.934912469444924,6,,2.137357210473992,0,Male,5,No,,2LHSYTBGDY,1
48,8.518988576166583,408.911451655996,Premium,Bank transfer,No,Both,Yes,Mobile,4.8151802266378345,92.51790195179537,2,Fantasy,,6,Female,12,Yes,,75DWZ5BMES,0
62,12.80463684246032,793.8874842325398,Basic,,Yes,TV Shows,No,Computer,9.222916465323287,102.021465037276,49,Comedy,,2,Female,7,Yes,,7X1A8MVC6H,0
40,8.100566016166038,324.02264064664155,Standard,,No,Movies,No,TV,31.529741383573405,134.3790218716213,10,Drama,4.203781314932787,3,Male,19,No,,HDSVVRSVYW,0
48,9.795775590848226,470.19722836071486,Premium,Credit card,No,Both,No,TV,26.297604514804743,60.52367194762848,15,Fantasy,,9,Female,4,No,,SGVK4BY90U,0
13,8.169878525459286,106.20842083097072,Premium,Electronic check,No,TV Shows,No,,19.807569581258523,105.19078343698028,21,Fantasy,,8,Female,24,Yes,,M17O68X6HV,1
119,18.66030267317305,,Basic,Credit card,Yes,Both,No,Computer,29.04028428943087,122.88653320125526,2,,,7,Female,17,No,,MJ3AWUQ1RP,0
97,14.468636101796154,1403.4577018742268,Basic,Bank transfer,No,Movies,No,Computer,26.258325498053217,91.71153922344632,21,,,4,Male,0,No,,47B8J9R7IW,0
87,15.72051483589021,1367.6847907224485,Basic,Mailed check,Yes,Movies,Yes,Computer,5.9024120088512255,117.01876671743295,4,Drama,,5,Male,19,No,,YNYX6I7JGL,1
38,19.4685854699855,739.806247859449,Standard,Credit card,Yes,Movies,Yes,Mobile,37.426985861736064,37.30671703300894,27,Drama,1.4786075177426707,5,Female,20,No,,VIS42YVY6T,0
35,6.119447025206686,214.180645882234,Basic,Bank transfer,No,Movies,No,Computer,34.583726301537325,52.43416683511995,2,,4.205976131722784,5,Male,16,No,Yes,UWQPVJKEHL,0
49,,530.1900077285383,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,10.821042628994416,139.08411095218608,13,Drama,2.495188438073673,5,Male,12,No,,5YHNJW24TR,0
118,,1097.0762218158684,Basic,,No,Movies,No,Mobile,3.5431581293113594,137.7138681344771,9,Sci-Fi,1.3111354219214393,1,Female,18,Yes,,7CP0C29330,0
43,,,Premium,,Yes,TV Shows,Yes,Mobile,37.0414563197407,176.52082932392176,30,Fantasy,,3,Female,7,No,,CYIQEL1OMR,0
8,16.346312165302493,130.77049732241994,Basic,Bank transfer,Yes,Movies,Yes,Mobile,30.836188385668333,153.86969987969437,41,Fantasy,2.403152981613279,8,,16,No,Yes,P1D45PO9WM,0
79,12.332243023294645,974.247198840277,Premium,Bank transfer,Yes,Movies,Yes,,19.542335371740364,29.001676665407487,19,Fantasy,2.751334669090541,2,Male,7,Yes,,S7SVBZFBRZ,0
48,10.116100244982,485.5728117591359,Premium,Bank transfer,Yes,Movies,No,Computer,29.35593079194546,149.69026748124867,0,Comedy,1.719036866417336,3,Female,24,No,,FLL7Y9S2WJ,0
41,7.697484339403797,315.5968579155557,Standard,Credit card,No,TV Shows,No,Mobile,29.913727561103496,111.5136202603072,20,Comedy,1.1233914890035548,1,Male,11,No,,DZIRRTHROA,0
16,9.660231771406778,154.56370834250845,Basic,Credit card,No,Both,Yes,TV,30.654608643470187,44.03952849222852,30,Action,1.6223520126195394,3,Female,18,No,,LZ690EDPGX,0
75,7.010977173289355,525.8232879967017,Premium,,Yes,TV Shows,Yes,TV,18.172418790180387,176.92485895162994,34,Fantasy,1.1899364663978171,6,Female,2,Yes,,MH47C6FKX9,0
52,,922.9265226795344,Standard,Credit card,No,Movies,No,Computer,31.102395279717367,163.39026827067596,22,,1.9310461915944848,4,Male,21,Yes,,XEYW0RSU34,0
75,19.34082521280084,1450.5618909600628,,,No,Both,No,Mobile,18.30524858120048,86.92934545589085,1,Action,1.7475570313939937,4,Male,20,Yes,,FDFB7L32VR,0
97,11.453397386110332,1110.9795464527022,Standard,Credit card,Yes,TV Shows,No,Computer,26.98387708518952,8.468288035695583,22,Fantasy,,4,Male,0,Yes,,F9S9WFH5VF,0
74,7.602144071842565,562.5586613163498,Standard,Electronic check,No,Movies,No,Computer,18.888875309683364,23.23855605990901,7,Comedy,4.419169212112124,3,Male,17,No,,5N0YEXAGRQ,1
76,11.428481381686373,868.5645850081642,Basic,Credit card,No,TV Shows,No,TV,19.60418662156647,23.838227576889345,40,Comedy,2.431546349714662,0,Female,20,Yes,,LXQVWUD3LF,0
35,17.375820876185465,,Basic,Bank transfer,Yes,TV Shows,Yes,TV,13.775640092246482,41.63971470809172,34,Comedy,,0,,1,No,,T7RDNUG3BH,1
80,9.742106349021029,779.3685079216822,,Electronic check,Yes,Both,No,Tablet,27.7342628683467,90.71028208323396,0,Comedy,1.064681286746861,9,Male,20,Yes,,FZ0A1PAIWB,0
10,12.174450329784332,,Standard,Credit card,No,Movies,No,Tablet,23.01872667784083,87.8101726061362,42,,2.108995863344617,6,Male,3,Yes,,FWL8RM0VAN,0
119,17.394537051405678,2069.949909117276,Basic,Credit card,Yes,TV Shows,Yes,Mobile,15.7445839840304,100.7126278040718,23,,,4,Female,5,Yes,,F2T25IOWN0,0
67,16.409418730511845,1099.4310549442937,Standard,Electronic check,No,Movies,Yes,TV,33.84146638215901,145.79018979370815,36,Fantasy,,8,Male,18,No,,8PZ2CV0IEC,0
98,8.761199058133021,858.5975076970361,Basic,Electronic check,No,Both,Yes,TV,20.61669715049739,108.3573654745846,40,Action,3.664583984519701,5,Female,14,Yes,,KI95GUWDMD,0
38,,237.0700586474284,Premium,Electronic check,Yes,Movies,Yes,Computer,33.47347989714693,171.75614779538114,9,Action,1.0387433711833296,1,Female,16,No,,3XFQPTDDK3,0
41,12.506408128611753,512.7627332730818,Premium,Electronic check,Yes,Movies,Yes,Tablet,28.6593574096666,95.7465149439457,1,Comedy,1.7653702238033353,7,Female,20,No,,HJKEU4KFV9,0
26,16.918758032928643,439.8877088561448,Basic,Bank transfer,Yes,TV Shows,No,,1.7645262148008394,132.63498785611506,21,Sci-Fi,,0,Female,19,No,,49523UVBSE,0
46,,833.3097307741236,Premium,Credit card,Yes,Both,Yes,Computer,30.07058748519492,18.80039514626577,19,Drama,3.023645795223675,6,Female,22,No,,JFZL1GHYRD,0
75,,989.5871351622956,Standard,Credit card,No,Movies,No,TV,3.2300976663096064,48.44261998208094,16,Action,1.87893828352484,0,Male,7,Yes,,HCMFSYUOF0,0
3,,48.12767805492218,Basic,Electronic check,No,Movies,No,TV,12.03992127999306,30.185881709871857,20,Sci-Fi,,2,Male,8,No,,9NQ6JK6L7Z,1
110,14.299943302280411,1572.9937632508452,Basic,,Yes,Movies,Yes,Computer,12.232813818495837,58.66994725163872,42,Action,2.5178735249914714,1,Male,1,No,,VDO5F10MTI,0
94,,,Standard,Credit card,Yes,TV Shows,No,Computer,8.348884401747522,154.78608665756656,8,Drama,1.271622649400264,1,Male,7,Yes,,LCDZUAYJBH,0
32,,611.5766994200326,Standard,,No,Both,Yes,Mobile,2.086650114712345,149.29671416162117,23,Drama,4.686438656441048,8,Male,14,Yes,,EXYKI1E5YL,1
85,19.629535082931618,1668.5104820491874,Standard,Credit card,No,Movies,No,TV,36.09426299188995,17.75626824834795,8,Action,3.1902137793608194,7,Male,16,No,,XQ4HVSCDCM,0
53,6.237270198662244,330.5753205290989,Standard,Credit card,No,TV Shows,Yes,Mobile,39.56108130634416,97.59768764019458,28,,1.52607906079974,7,Female,2,No,,MPDP87MUC2,0
57,16.572825804692535,944.6510708674743,Basic,,Yes,Movies,Yes,TV,14.92925656289204,18.104305314687497,45,,3.75089899367998,0,Female,9,Yes,,2EBQYCPE00,1
115,9.44720879441893,1086.429011358177,Premium,Credit card,No,Movies,Yes,Mobile,18.431263510522097,94.85466116474772,2,Action,3.8059205436160655,8,Male,0,Yes,,RYPMZ9E3ZE,0
94,17.41557855024529,,Basic,Bank transfer,No,TV Shows,No,TV,35.4208043691571,93.43480488276144,1,Drama,1.9236682471826745,5,Male,8,No,,18LPIZE84V,0
72,,,Premium,Credit card,Yes,TV Shows,No,,16.534006035353762,170.55128595343493,46,Action,4.1028596278537455,8,Female,21,No,,WAQ2VJ671K,0
6,,96.15158395725167,Basic,Bank transfer,No,Movies,No,TV,13.29197370703094,165.19635195018097,14,Fantasy,2.525241317833303,0,Male,21,Yes,,TIR2CTPX3Y,1
49,11.73719351997646,575.1224824788466,Premium,Electronic check,No,Both,No,TV,4.811803323242399,170.0401353514464,8,Comedy,1.3865612167255232,5,Male,6,No,,LJ7YIOIQ8O,0
99,18.241780132268023,1805.9362330945344,Basic,Mailed check,No,Both,Yes,Computer,37.83660272302417,136.52973270797048,48,Sci-Fi,4.405347610532305,8,Female,22,No,,DRY65HJYJF,1
98,18.172489536572648,1780.9039745841196,Premium,,No,Both,Yes,Mobile,3.861126172068935,25.083126243144005,14,Comedy,2.840515411879033,5,Female,16,Yes,,61TEGKN0JT,1
93,11.591626775908168,1078.0212901594596,Premium,Electronic check,No,TV Shows,Yes,TV,36.81627996749404,138.4928831984373,32,,2.2960288435366354,9,Female,13,No,,GB5C599BHX,0
22,15.047294014300212,331.04046831460465,Standard,Bank transfer,No,TV Shows,No,TV,35.34614940072096,61.91252612777105,46,Fantasy,,2,Male,24,No,,GAD9QENDJP,0
27,10.419713316442715,,Premium,Credit card,No,TV Shows,No,Tablet,3.2533490209860374,107.35537234870738,4,Drama,4.266121817806976,3,Male,11,No,,0H6SW4L2JT,0
116,,974.2734610560132,Basic,,No,TV Shows,No,TV,38.113228333207374,13.660512393049888,6,Action,4.184350842851511,2,,1,Yes,,3XASVI6VZU,0
